Ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.7608055614119229,0.4865360253271197,0.0015619959660098219,0.4815587788985207,0.39343879923282377,-0.8388623609273929,1.2369561239247777,2.117129652687266,0.826677937934974,0
1.220725381383694,-0.5290051287283607,-0.45191082903173224,-0.4046615197170816,-0.4343964659985136,-0.39562372723103056,-0.8663851125475628,-2.128026441327133,0.12822311771006523,0
-0.8599321710464012,-0.30888250737010514,0.7571126194038994,0.18016504020419935,-0.14146700994685102,-1.8831153804170884,-1.8322561257395933,-0.7043626929189345,-1.7833262173242623,0
1.8918943631687726,1.515093692404266,0.7572281140938218,0.16173430071034625,1.0446741670830568,-1.842962446611968,-0.18402660464595347,1.1395591314648086,-1.6404293128116196,0
0.9500519177932136,0.15042616184834023,-0.9354095207559365,-1.5667301447405566,-0.5552676425462204,0.5653680175705121,-0.6200548754459292,-0.2148700683255042,0.5398941434016857,0
-0.9689340060880969,-1.7609679714866033,-0.5318851674827061,1.651787471468761,-0.11172048070565457,0.5435042738448638,-0.9587044578124524,-0.579260656551593,1.0739407625494466,0
-0.30815924240677095,0.010200561827387837,-0.08821520688063719,0.8398616483665182,-0.19604194188423724,-0.20796227526703318,0.1555002214098043,0.8441588097632093,1.5483678165766253,0
-2.128576548888958,0.2897533717192918,1.282056746753886,0.9050133277932123,0.8736831113196912,0.1514210248929816,-0.1790705991889496,-2.2344537115283125,0.2661260135572467,0
1.3244956568714774,0.005531943786922904,0.3007734122109601,-0.6600807985307622,-0.11669112431852534,-0.4149687695500908,0.6362026145231936,-2.2283218989803135,0.44223313971344064,0
0.8818210242047679,1.2179076091801413,0.7605884920447875,0.6124801798337042,0.8319343107067424,0.6500089024590189,-2.5610901986461614,-1.6874348642963193,-0.04140425077699361,0
-1.2066985591064132,-0.24863944357868065,0.2603752298500816,-0.004201777734162586,-0.17308075309661647,-0.3083531115051986,-1.8821550749784848,2.0603387180628143,0.6146462675569806,0
-1.855150085339334,1.0673621621900948,1.1383654618669303,-0.14206446720269125,0.24245200955404847,-2.022084912421646,-1.4486681305735523,-0.15618678059237745,-0.08899195816894076,0
-0.3811463544185446,0.44516080900528926,-0.11664259027678207,-1.0907045297714377,-0.12425208580231305,-0.7622874971235324,-0.1936867526316296,-3.0027442429805173,-0.062666327833366,0
0.1349628630540969,-0.565989884669653,0.33232498646813285,-0.8203234357021095,0.25856275251908284,0.900532690668237,0.8856540125766103,-0.9481544139654391,-0.42518610520132627,0
0.07501089317524158,-0.4683324759907212,-1.7132413009660556,-2.0119528712674337,-1.0105408024788862,-0.021987577723131375,-1.4041750610192378,1.4769555461478783,-0.11168363740129293,0
-0.7883586001541321,-2.5069297383326745,1.2594711640306793,-0.10945449494214325,-0.6656143583210281,0.9408392722550151,-1.6481405583313544,-1.124931676595661,0.23223916146000326,0
-0.48439257968266236,-2.0599236150439655,-0.2856069535361679,-0.08487273680633252,-0.6115510932805057,1.6001300897250472,-0.09414911546915274,-0.5193093952122905,1.7059830613492586,0
-2.087366151503376,-1.2117761914102716,0.11508606559998528,-0.24350895643691353,-0.8525230366792683,-1.543711948338842,-1.430899441182659,0.8443504812176662,-0.2659274789855175,0
-1.9640291568835364,-1.061981793299128,1.7914322583818736,-0.3238328944932162,-0.14118979816676178,0.4765208633836006,0.05375243300173623,-0.9739337668036772,-0.39179123227076984,0
-0.34339517745647063,-0.663839389763512,0.27656138068095193,-0.8672823535245684,-0.3518108924144879,0.6028722332255367,0.5669504738977886,-0.5297043664914355,-2.119219249083715,0
0.16773385833701898,0.5826656637723008,1.111265508516768,1.5394202982292657,0.7485078088573641,-0.04876207491300889,-1.6509129727779492,0.20197701157393602,-0.5866401278834432,0
0.22240575588324568,0.19926909883021757,-1.3963520490205819,-0.4284916675931681,-0.41107694357791724,0.9379046332992805,-0.8743772278578504,0.9223672753005117,-0.2535582773411427,0
-0.6270339545755987,1.8472089296144036,0.5908862717396532,0.2409346196251793,0.867488057538285,1.0636828234004876,-0.6527831576915525,1.007021134509231,-1.234645354536638,0
-0.37877070862595213,-1.971720752627915,0.204627164430247,-1.235883503857086,-1.199846439285886,1.8113374289005149,-1.393701573106269,1.7869852921127358,0.27472974352888824,0
-0.48891841163395217,-0.09203853680796827,-0.9977577989855582,0.37611640218917347,-0.2048540891311092,-0.15812980615824693,-2.105048457318465,0.26646258274932194,-0.4552646684662671,0
-0.16082416780190228,1.0268387067928482,0.578694946172194,0.3794222939743345,0.2793872166338965,0.4494152504127847,-0.1613152550502391,-0.08977400678355521,1.1897321104903165,0
1.710914406708191,0.0228338190599929,-0.05997295626350198,-0.25630236472794654,-0.09719695092912148,0.009181158747388394,0.4814922383311872,-0.4326468753623538,-0.7416263198399402,0
1.8513136396589762,3.1090013183891627,-1.0498858613966027,-0.3410823376512283,1.132935532781106,0.7274505058762333,-1.5423921030019443,0.10324976886969225,1.2980750513008625,0
1.0009857045615984,0.24224272361082966,0.7413246412315221,-0.5342246383081897,0.7567695503883818,0.973121761233604,-0.2561774792375044,-1.4830576613290614,-1.789231440689923,0
1.1819157894633765,1.6721423062780343,0.6691427131194295,-0.3801883782154481,0.6885723908500179,1.9994998117045857,0.5364404862506956,-0.443071136267923,-2.465345820392805,0
-0.04781643792044491,0.1438645626879034,-1.1670031720067766,-1.0202994979220505,-0.538030718534828,1.5306334628006193,-1.5301152140785343,-0.6397543418458355,-0.4056316889388091,0
-0.5297023964270912,-0.01700297162284182,0.5257625139880632,0.20496229048962944,-0.09625094425915519,1.4919074681155706,0.44182657775578427,-1.5524918569454365,1.7484014144537106,0
0.0260252850845281,0.678740657783193,0.20980278032593755,-0.6183530045750903,0.12961567523448406,-1.2199420831393308,-1.140525447312451,1.4932542697903453,0.9979033440353211,0
-0.9167342372101929,-1.9116484225526738,-0.05830307795072911,0.5565952633274094,-0.9573439752080538,0.14568588279267103,0.14334883124893,1.3683770791652854,1.3792098184134596,0
0.10175468872961305,-2.383976391497165,0.29450292955616203,-0.6062672761028125,-0.7950469714629581,-0.14310096154381352,-0.22884049723079167,-0.1567664032549066,-0.3322317042680767,0
1.2715218180821404,-1.0731200217852552,-0.1275484738658373,0.28630277415778344,-0.25226195707198784,-0.03512862941746709,-1.2773766921337675,-0.23768998809199635,-1.0907161065216737,0
-1.638885294352554,-0.9643720058269102,0.2695115951361478,0.09032129175604403,-0.6633374199121447,-1.0122466792055858,-0.2791808642090025,-0.7318809472867678,-0.2642994959769784,0
0.499327431811687,0.8501015564313454,-1.0433874361406188,0.03854260284221335,0.2078126649475609,0.19667618070356152,-2.5466794595230495,-0.19438863086681374,0.33448642750299296,0
0.41002976442571554,1.6430976128107406,1.6247878486790666,0.6733798164889463,1.6269020298485386,-1.1397231674581267,0.9462417112974328,-0.358630137745247,-0.313583063363566,0
-2.1623659003240694,0.41497755908558354,-0.1991944327485849,0.78060069794687,0.25655697167709135,-0.9568294921599846,1.167178068870073,1.0019324119350805,-1.4819766691985075,0
-0.3128608978917696,0.11759662631690344,-0.5520379715392387,-0.6065523257115476,-0.14175023521276095,0.6557237821769337,0.6555340047808647,-1.2455141591256749,-0.5356741235171218,0
-0.2313412050324953,-1.4206256656693803,-1.2455766591082076,-2.043243373720008,-1.6597418661568584,0.10252607122073312,0.26703717933836624,-0.127558064643815,-0.2024294724033697,0
-1.186319717103336,-1.3158761828598593,1.4557297313029027,-0.06787486421522076,-0.25767932158071105,0.893653437799765,1.1990294560341355,-0.1903348953870797,-0.9189347055455451,0
-0.0719933768981482,-1.303086714517244,-0.4525627857792351,-1.359756192396532,-1.040481989106052,0.12445885788562375,1.2198888518269586,-0.6677393779722584,-1.717049087837229,0
0.5596694000442103,1.4486582662565632,1.1412022249729075,1.4050217378923326,1.1494986347276377,0.5534472882242837,-0.8143817891109661,-2.6361861689802817,-0.5314433559813677,0
-0.5667955626320951,-0.02842381405410199,1.5664179089805832,0.523235391462153,0.7943656671836782,-0.8792968089177065,1.745155286735883,-1.515079373097458,0.2878025705070423,0
-0.46948137741519963,-0.199141731791874,0.6898369681371389,-0.06262611064248325,-0.27199963236822994,0.2328520790184355,1.522437176995136,-0.3303308502764026,0.6752222310043884,0
-0.5756807430571933,-1.1496557129745975,-0.8115789791360021,0.14456634331513774,-0.510666168921262,-1.292846140044055,-0.6368127337696333,0.17273546513301277,-0.6384043683310308,0
0.6497898654137289,-0.6267547397795775,0.6544527888117653,1.0361597958593738,-0.004053265133877601,-0.41314661181638895,0.4723852420427903,0.9399967538701782,-0.7706033166567835,0
1.499588149693654,0.10928549263641035,-1.0061637838455775,-0.8299495521721871,-0.1336675206085435,0.045427438130953825,-0.07719040408207449,-0.168241478734447,-0.26579565062391475,0
0.6724503067669274,0.07571416264850044,0.5766718301343797,0.014693058364448312,0.1681101335020694,1.2084665051578627,0.5353860856460133,-0.0016219981822874435,0.39857565475654877,0
-0.1236754529350836,-0.3473901255269193,2.7095026537302465,-0.6441781271175997,0.31935121253044313,-0.7107157283663567,-0.5458794342676453,-0.46619335213571667,-1.1932971680412592,0
0.490598598874678,0.178284613559256,0.35255973023517695,0.40187447525685427,0.06279744199324505,0.500786135797123,0.4898610884501223,1.2366907057080345,0.23239459772725155,0
-1.226650415587512,0.6841766847633206,-0.022649739193487835,-0.5780832393827449,-0.40850096351462317,-0.5469355447612109,1.1142440944370369,-0.767079072268407,-0.6958884088541614,0
-0.49022873113510085,-0.1677555168372628,-0.9611722335226429,-0.8309058012956354,-0.15513372069779843,1.311847577675501,0.0905306893603898,-0.3585587907893163,-0.5350140709472655,0
0.355605717026637,0.03723276332040453,-0.6390319140153965,1.5602172901420206,0.4231900864941623,-0.11660471330148306,-1.1779569424662837,2.110982247453765,-1.319924361764212,0
-0.7489567805816807,-1.3241350955926752,0.3261131402698281,-0.4136475577052271,-0.6668332419615176,-1.4639691154049719,-0.8215830451019724,1.2069380231726419,0.9026023349411036,0
-0.2692793687577883,-0.03681539589158414,-0.4880480667402982,-1.599956227565919,-0.7858178343057822,-2.2119678219647345,-1.3894874900960625,0.4653747354822905,0.7600249741221033,0
-1.3242851952096504,-0.5390359947585255,-0.9483597176100137,1.0193336490123248,-0.22320359655705257,1.98783829985126,-0.6085718090070268,-0.2627060919258881,0.5616078876909638,0
1.1227785651205566,1.3259570352827703,0.09168972093063206,0.7688585416459119,0.589805359178392,-0.6253331754566663,-1.0801342624068542,0.5962725040408859,0.7927330392768862,0
-0.48988321073651925,-1.3799847657911761,-0.5215343207484655,0.5727193948499996,-0.11307000360700546,0.648456001342074,-0.03589985255988544,-0.21984607422537367,0.4556184198141633,0
-0.5370875660757309,-1.7379739305060014,-1.3907714776231193,0.2288193149822007,-1.0042970281294987,-0.1862913028985634,0.6251552862706965,-0.966731700845999,0.8330524193561009,0
-0.09886427028649424,-0.7401150109272673,0.23660806280538652,-1.0002610602395323,-0.655389636880223,0.6853745690681243,-0.8895009938269599,-0.05920380613894583,-0.18900505224940792,0
-0.5363691029493983,0.056314900115708916,1.0087200320371368,0.9331072264683119,0.2514599474704379,-1.1147861603673683,-1.5569225319828819,0.8258827176880342,0.810425057317718,0
